general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name,concept_id,concept_synonym_name
Disorder of cardiovascular system,134057,439415,Congenital vascular disorder,439415,Congenital vascular abnormality
Disorder of cardiovascular system,134057,4267553,Congenital vascular malformation,4267553,VM - Vascular malformation
Disorder of cardiovascular system,134057,4267553,Congenital vascular malformation,4267553,Vascular malformation
Disorder of cardiovascular system,134057,4267553,Congenital vascular malformation,4267553,Congenital vascular malformation (disorder)
Disorder of cardiovascular system,134057,4267553,Congenital vascular malformation,4267553,Congenital vascular anomaly
Disorder of cardiovascular system,134057,443615,Refractory migraine,443615,Refractory migraine (disorder)
Disorder of cardiovascular system,134057,443615,Refractory migraine,443615,Intractable migraine
Disorder of cardiovascular system,134057,314368,Mitral stenosis with insufficiency,314368,Mitral stenosis with insufficiency (disorder)
Disorder of cardiovascular system,134057,314368,Mitral stenosis with insufficiency,314368,Mitral stenosis with incompetence
Disorder of cardiovascular system,134057,314368,Mitral stenosis with insufficiency,314368,Mitral stenosis with regurgitation
Disorder of cardiovascular system,134057,4110937,Non-rheumatic mitral valve stenosis,4110937,Non-rheumatic mitral valve stenosis (disorder)
Disorder of cardiovascular system,134057,4108815,Non-rheumatic mitral regurgitation,4108815,Non-rheumatic mitral regurgitation (disorder)
Disorder of cardiovascular system,134057,4108815,Non-rheumatic mitral regurgitation,4108815,"Mitral incompetence, non-rheumatic"
Disorder of cardiovascular system,134057,320741,Thrombophlebitis,320741,Thrombophlebitis (disorder)
Disorder of cardiovascular system,134057,45766207,Non-rheumatic mitral valve stenosis with regurgitation,45766207,Non-rheumatic mitral valve stenosis with regurgitation (disorder)
Disorder of cardiovascular system,134057,45766207,Non-rheumatic mitral valve stenosis with regurgitation,45766207,Non-rheumatic mitral valve stenosis with insufficiency
Disorder of cardiovascular system,134057,317309,Peripheral arterial occlusive disease,317309,Peripheral artery occlusive disease
Disorder of cardiovascular system,134057,317309,Peripheral arterial occlusive disease,317309,PAOD - Peripheral arterial occlusive disease
Disorder of cardiovascular system,134057,317309,Peripheral arterial occlusive disease,317309,PAD - Peripheral arterial disease
Disorder of cardiovascular system,134057,317309,Peripheral arterial occlusive disease,317309,Peripheral arterial occlusive disease (disorder)
Disorder of cardiovascular system,134057,317309,Peripheral arterial occlusive disease,317309,Peripheral angiopathy
Disorder of cardiovascular system,134057,4167493,Pregnancy-induced hypertension,4167493,Hypertension induced by pregnancy
Disorder of cardiovascular system,134057,4167493,Pregnancy-induced hypertension,4167493,Pregnancy-induced hypertension (disorder)
Disorder of cardiovascular system,134057,4167493,Pregnancy-induced hypertension,4167493,PIH - Pregnancy-induced hypertension
Disorder of cardiovascular system,134057,4167493,Pregnancy-induced hypertension,4167493,GH - Gestational hypertension
Disorder of cardiovascular system,134057,4167493,Pregnancy-induced hypertension,4167493,Gestational hypertension
Disorder of cardiovascular system,134057,762752,Arteriosclerosis of aorta,762752,Arteriosclerosis of aorta (disorder)
Disorder of cardiovascular system,134057,762752,Arteriosclerosis of aorta,762752,Aortic arteriosclerosis
Disorder of cardiovascular system,134057,312934,Atherosclerosis of aorta,312934,Atherosclerosis aorta
Disorder of cardiovascular system,134057,312934,Atherosclerosis of aorta,312934,Atherosclerosis of aorta (disorder)
Disorder of cardiovascular system,134057,439696,Hypertensive heart and renal disease with (congestive) heart failure,439696,Hypertensive heart and renal disease with (congestive) heart failure (disorder)
Disorder of cardiovascular system,134057,316429,Premature beats,316429,Extrasystoles
Disorder of cardiovascular system,134057,316429,Premature beats,316429,Premature beats (disorder)
Disorder of cardiovascular system,134057,316429,Premature beats,316429,Ectopics
Disorder of cardiovascular system,134057,316429,Premature beats,316429,Extrasystolic arrhythmia
Disorder of cardiovascular system,134057,4263712,Subendocardial ischemia,4263712,Subendocardial ischaemia
Disorder of cardiovascular system,134057,4263712,Subendocardial ischemia,4263712,Subendocardial ischemia (disorder)
Disorder of cardiovascular system,134057,765132,Subendocardial myocardial infarction,765132,Subendocardial myocardial infarction (disorder)
Disorder of cardiovascular system,134057,444406,Acute subendocardial infarction,444406,Acute subendocardial infarction (disorder)
Disorder of cardiovascular system,134057,434337,Retinal vascular disorder,434337,Retinal vascular disorder (disorder)
Disorder of cardiovascular system,134057,434337,Retinal vascular disorder,434337,Changes in retinal vascular appearance
Disorder of cardiovascular system,134057,4108817,"Tricuspid valve disorder, non-rheumatic",4108817,"Tricuspid valve disorders, non-rheumatic"
Disorder of cardiovascular system,134057,4108817,"Tricuspid valve disorder, non-rheumatic",4108817,"Tricuspid valve disorder, non-rheumatic (disorder)"
Disorder of cardiovascular system,134057,4108817,"Tricuspid valve disorder, non-rheumatic",4108817,"Tricuspid valve disorder, nonrheumatic"
Disorder of cardiovascular system,134057,40481089,Embolism from thrombosis of vein of lower extremity,40481089,Embolism from thrombosis of vein of lower extremity (disorder)
Disorder of cardiovascular system,134057,44782719,Chronic combined systolic and diastolic heart failure,44782719,Chronic combined systolic and diastolic heart failure (disorder)
Disorder of cardiovascular system,134057,4213379,Valvular sclerosis,4213379,Valvular sclerosis (disorder)
Disorder of cardiovascular system,134057,4152384,Non-rheumatic aortic sclerosis,4152384,Non-rheumatic aortic sclerosis (disorder)
Disorder of cardiovascular system,134057,321042,Cardiac arrest,321042,Cardiac arrest (disorder)
Disorder of cardiovascular system,134057,4270024,Acute non-ST segment elevation myocardial infarction,4270024,NSTEMI - Non-ST segment elevation MI
Disorder of cardiovascular system,134057,4270024,Acute non-ST segment elevation myocardial infarction,4270024,Acute non-ST segment elevation myocardial infarction (disorder)
Disorder of cardiovascular system,134057,319041,Orthostatic hypotension,319041,Orthostatic hypotension (disorder)
Disorder of cardiovascular system,134057,319041,Orthostatic hypotension,319041,Postural hypotension
Disorder of cardiovascular system,134057,312935,Venous hypertension,312935,Venous hypertension (disorder)
Disorder of cardiovascular system,134057,437579,Paroxysmal ventricular tachycardia,437579,Paroxysmal ventricular tachycardia (disorder)
Disorder of cardiovascular system,134057,316998,Left bundle branch block,316998,Left bundle branch block (disorder)
Disorder of cardiovascular system,134057,316998,Left bundle branch block,316998,LBBB - Left bundle branch block
Disorder of cardiovascular system,134057,4119774,Arterial malformation,4119774,Congenital arterial malformation
Disorder of cardiovascular system,134057,4119774,Arterial malformation,4119774,Congenital abnormality of artery
Disorder of cardiovascular system,134057,4119774,Arterial malformation,4119774,Arterial malformation (disorder)
Disorder of cardiovascular system,134057,4119774,Arterial malformation,4119774,Congenital anomaly of artery
Disorder of cardiovascular system,134057,314059,Right bundle branch block,314059,Right bundle branch block (disorder)
Disorder of cardiovascular system,134057,314059,Right bundle branch block,314059,Right fascicular block
Disorder of cardiovascular system,134057,314059,Right bundle branch block,314059,RBBB - Right bundle branch block
Disorder of cardiovascular system,134057,199856,Varicose veins of lower extremity with inflammation,199856,Varicose veins with inflammation of lower extremity
Disorder of cardiovascular system,134057,199856,Varicose veins of lower extremity with inflammation,199856,Varicose veins of lower extremity with inflammation (disorder)
Disorder of cardiovascular system,134057,4124706,Myocardial dysfunction,4124706,Myocardial depression
Disorder of cardiovascular system,134057,4124706,Myocardial dysfunction,4124706,Myocardial dysfunction (disorder)
Disorder of cardiovascular system,134057,4092936,Ischemic myocardial dysfunction,4092936,Ischemic myocardial dysfunction (disorder)
Disorder of cardiovascular system,134057,4092936,Ischemic myocardial dysfunction,4092936,Ischaemic myocardial dysfunction
Disorder of cardiovascular system,134057,4110961,Generalized ischemic myocardial dysfunction,4110961,Ischemic cardiomyopathy
Disorder of cardiovascular system,134057,4110961,Generalized ischemic myocardial dysfunction,4110961,Ischaemic cardiomyopathy
Disorder of cardiovascular system,134057,4110961,Generalized ischemic myocardial dysfunction,4110961,Generalised ischaemic myocardial dysfunction
Disorder of cardiovascular system,134057,4110961,Generalized ischemic myocardial dysfunction,4110961,Generalized ischemic myocardial dysfunction (disorder)
Disorder of cardiovascular system,134057,4091901,Aberrant premature complexes,4091901,Aberrant premature complexes (disorder)
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,Aortic valve incompetence
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,Aortic incompetence
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,Aortic valve insufficiency
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,AI - Aortic incompetence
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,Aortic regurgitation
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,AR - Aortic regurgitation
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,Aortic valve regurgitation (disorder)
Disorder of cardiovascular system,134057,315564,Aortic valve regurgitation,315564,Aortic insufficiency
Disorder of cardiovascular system,134057,319825,Rheumatic heart disease,319825,Rheumatic heart disease (disorder)
Disorder of cardiovascular system,134057,319825,Rheumatic heart disease,319825,Rheumatic carditis
Disorder of cardiovascular system,134057,319825,Rheumatic heart disease,319825,Rheumatic pancarditis
Disorder of cardiovascular system,134057,4108234,Multiple valve disease,4108234,Multiple valve disease (disorder)
Disorder of cardiovascular system,134057,4227086,Hemorrhage of blood vessel,4227086,Hemorrhage of blood vessel (disorder)
Disorder of cardiovascular system,134057,4227086,Hemorrhage of blood vessel,4227086,Vascular hemorrhage
Disorder of cardiovascular system,134057,4227086,Hemorrhage of blood vessel,4227086,Haemorrhage of blood vessel
Disorder of cardiovascular system,134057,4227086,Hemorrhage of blood vessel,4227086,Vascular haemorrhage
Disorder of cardiovascular system,134057,4227086,Hemorrhage of blood vessel,4227086,Rupture of blood vessel
Disorder of cardiovascular system,134057,4278217,Arterial thrombosis,4278217,Arterial thrombosis (disorder)
Disorder of cardiovascular system,134057,444097,Thrombophlebitis of lower extremities,444097,Thrombophlebitis of lower extremities (disorder)
Disorder of cardiovascular system,134057,4164489,Carditis,4164489,Carditis (disorder)
Disorder of cardiovascular system,134057,36717267,Ectasia of thoracic aorta,36717267,Dilatation of thoracic aorta
Disorder of cardiovascular system,134057,36717267,Ectasia of thoracic aorta,36717267,Ectasia of thoracic aorta (disorder)
